	Unnamed: 0	index	scenario_id	compound_id	compound_name	smiles	canonicalize_smiles	halflife	halflife_unit	halflife_model	halflife_comment	rateconstant	rateconstant_unit	rateconstant_comment	reaction_order	acidity	acidity_unit	temperature	temperature_unit	original_sludge_amount	original_sludge_amount_unit	sludge_retention_time	sludge_retention_time_unit	sludge_retention_time_type	total_suspended_solids_concentration_start	total_suspended_solids_concentration_end	total_suspended_solids_concentration_unit	addition_of_nutrients	biological_treatment_technology	bioreactor_type	bioreactor_value	bioreactor_value_unit	nitrogen_content_type	nitrogen_content_influent	oxygen_demand_type	oxygen_demand_value	oxygen_uptake_rate	oxygen_uptake_rate_unit	phosphorus_content	redox	source_of_liquid_matrix	type_of_addition	type_of_aeration	inoculum_source	location	purpose_of_wwtp	k_combined	k_biomass_corrected	hl_combined	hl_biomass_corrected	log_k_combined	log_k_biomass_corrected	log_hl_combined	log_hl_biomass_corrected	hl_log_mean	hl_log_median	hl_log_gmean	hl_log_std	biomass_hl_log_mean	biomass_hl_log_median	biomass_hl_log_gmean	biomass_hl_log_std
145	145	146	https://envipath.org/package/4a3cd0f4-4d2b-4f00-b3e6-a29e721f7038/scenario/1f619569-95dd-41d0-b244-ba8755f48182	https://envipath.org/package/4a3cd0f4-4d2b-4f00-b3e6-a29e721f7038/compound/b0111bbd-b980-4746-951c-0941c337db82/structure/87dab609-b29d-4740-bbf3-8c40f3bdbf64	Primaquine	CC(CCCN)NC1=CC(=CC2=CC=CN=C21)OC	COc1cc(NC(C)CCCN)c2ncccc2c1					14.0	L / (g TSS * day)	90% credibility interval: 10, 21	Pseudo first order	7.1	pH	23.0	℃	50.0	mL	25.0	d	sludge age	1.9	2.5	g/L		nitrification & denitrification & biological phosphorus removal	amber Schott bottle	100.0	mL						mg/(L * h)		aerob	tap water	spiking in solvent	bubbling air and stirring	nitrification basin	WWTP Duebendorf (ARA Neugut), Switzerland	mixed WW (municipal & industrial)	7.36842105263158	14.0	0.0940699745045639	0.0495105128971389	0.8673744347254091	1.146128035678238	-1.0265489736802706	-1.3053025746330995	-0.9929351367233168	-1.0265489736802706	-0.9929351367233172	0.0669009080362732	-1.3067722809347846	-1.3053025746330995	-1.306772280934785	0.08732225517165318
146	146	147	https://envipath.org/package/4a3cd0f4-4d2b-4f00-b3e6-a29e721f7038/scenario/22d988ee-64f0-432c-afcc-f12fc82393a8	https://envipath.org/package/4a3cd0f4-4d2b-4f00-b3e6-a29e721f7038/compound/b0111bbd-b980-4746-951c-0941c337db82/structure/87dab609-b29d-4740-bbf3-8c40f3bdbf64	Primaquine	CC(CCCN)NC1=CC(=CC2=CC=CN=C21)OC	COc1cc(NC(C)CCCN)c2ncccc2c1					18.0	L / (g TSS * day)	90% credibility interval: 14, 25	Pseudo first order	8.1	pH	21.0	℃	50.0	mL	25.0	d	sludge age	2.3	2.3	g/L		nitrification & denitrification & biological phosphorus removal	amber Schott bottle	100.0	mL						mg/(L * h)		aerob	tap water	spiking in solvent	bubbling air and stirring	nitrification basin	WWTP Duebendorf (ARA Neugut), Switzerland	mixed WW (municipal & industrial)	7.82608695652174	18.0	0.0885688064048818	0.0385081766977747	0.8935446690857133	1.255272505103306	-1.0527192080405747	-1.4144470440581676	-0.9929351367233168	-1.0265489736802706	-0.9929351367233172	0.0669009080362732	-1.3067722809347846	-1.3053025746330995	-1.306772280934785	0.08732225517165318
147	147	148	https://envipath.org/package/4a3cd0f4-4d2b-4f00-b3e6-a29e721f7038/scenario/511f9ff1-f63b-4b9b-9e79-7a71b6eed6e9	https://envipath.org/package/4a3cd0f4-4d2b-4f00-b3e6-a29e721f7038/compound/b0111bbd-b980-4746-951c-0941c337db82/structure/87dab609-b29d-4740-bbf3-8c40f3bdbf64	Primaquine	CC(CCCN)NC1=CC(=CC2=CC=CN=C21)OC	COc1cc(NC(C)CCCN)c2ncccc2c1					11.0	L / (g TSS * day)	90% credibility interval: 8.6, 15	Pseudo first order	6.3	pH	21.0	℃	50.0	mL	25.0	d	sludge age	2.0	2.1	g/L		nitrification & denitrification & biological phosphorus removal	amber Schott bottle	100.0	mL						mg/(L * h)		aerob	tap water	spiking in solvent	bubbling air and stirring	nitrification basin	WWTP Duebendorf (ARA Neugut), Switzerland	mixed WW (municipal & industrial)	5.5	11.0	0.1260267601018082	0.0630133800509041	0.7403626894942439	1.0413926851582251	-0.8995372284491054	-1.2005672241130867	-0.9929351367233168	-1.0265489736802706	-0.9929351367233172	0.0669009080362732	-1.3067722809347846	-1.3053025746330995	-1.306772280934785	0.08732225517165318
148	148	149	https://envipath.org/package/4a3cd0f4-4d2b-4f00-b3e6-a29e721f7038/scenario/7e1a1658-8e8d-4cea-a51a-f06fec69d98b	https://envipath.org/package/4a3cd0f4-4d2b-4f00-b3e6-a29e721f7038/compound/2888d366-08b8-4cc7-8626-d23bd9f61963/structure/2d684bc6-abe0-4aae-8310-7fc3b3aa1315	Propachlor	CC(C)N(C1=CC=CC=C1)C(=O)CCl	CC(C)N(C(=O)CCl)c1ccccc1					15.48	1 / day	r2 = 0.9919	First order	7.6	pH	20.0	℃	70.0	mL	5.4	d	sludge retention time	3.0	3.0	g/L			amber glass Schott bottles (loosely capped)	100.0	mL	NH₄-N	3.3	Biological Oxygen Demand (BOD5)	54.0			2.0	aerob	none (sludge only)	plating	shaking	activated sludge from biological aeration basin	Switzerland (DOM2)	municipal WW	15.48	46.44	0.0447769496485752	0.0149256498828584	1.189770956346874	1.6668922110665363	-1.3489454953017357	-1.8260667500213976	-1.1424008990129884	-1.0877792534011972	-1.1424008990129884	0.4441137578641788	-1.7039697215110874	-1.7961711491828156	-1.7039697215110912	0.6519769755990082
149	149	150	https://envipath.org/package/4a3cd0f4-4d2b-4f00-b3e6-a29e721f7038/scenario/f0b091eb-d8f7-4e34-8e2e-59c82beeaa88	https://envipath.org/package/4a3cd0f4-4d2b-4f00-b3e6-a29e721f7038/compound/2888d366-08b8-4cc7-8626-d23bd9f61963/structure/2d684bc6-abe0-4aae-8310-7fc3b3aa1315	Propachlor	CC(C)N(C1=CC=CC=C1)C(=O)CCl	CC(C)N(C(=O)CCl)c1ccccc1					4.11	1 / day	r2 = 0.9870	First order	8.1	pH	20.0	℃	70.0	mL	5.0	d	sludge retention time	9.6	9.6	g/L			amber glass Schott bottles (loosely capped)	100.0	mL	NH₄-N	100.0	Biological Oxygen Demand (BOD5)	3000.0			22.0	aerob	none (sludge only)	plating	shaking	activated sludge from biological aeration basin	Switzerland (IND5)	industrial WW	4.11	39.456	0.1686489490413492	0.0175675988584738	0.6138418218760693	1.5961130549156377	-0.7730163608309308	-1.7552875938704993	-1.1424008990129884	-1.0877792534011972	-1.1424008990129884	0.4441137578641788	-1.7039697215110874	-1.7961711491828156	-1.7039697215110912	0.6519769755990082
150	150	151	https://envipath.org/package/4a3cd0f4-4d2b-4f00-b3e6-a29e721f7038/scenario/21d94f16-05f3-4d35-b451-3c918e715b64	https://envipath.org/package/4a3cd0f4-4d2b-4f00-b3e6-a29e721f7038/compound/2888d366-08b8-4cc7-8626-d23bd9f61963/structure/2d684bc6-abe0-4aae-8310-7fc3b3aa1315	Propachlor	CC(C)N(C1=CC=CC=C1)C(=O)CCl	CC(C)N(C(=O)CCl)c1ccccc1					56.05	1 / day	r2 = 0.9980	First order	6.2	pH	20.0	℃	70.0	mL	6.1	d	sludge retention time	6.9	6.9	g/L		other	amber glass Schott bottles (loosely capped)	100.0	mL			Biological Oxygen Demand (BOD5)	1892.0				aerob	none (sludge only)	plating	shaking	activated sludge from biological aeration basin	Switzerland (IND3)	industrial WW	56.05	386.745	0.0123665866290802	0.0017922589317507	1.7485756169309918	2.587424707668247	-1.9077501558858536	-2.746599246623109	-1.1424008990129884	-1.0877792534011972	-1.1424008990129884	0.4441137578641788	-1.7039697215110874	-1.7961711491828156	-1.7039697215110912	0.6519769755990082
151	151	152	https://envipath.org/package/4a3cd0f4-4d2b-4f00-b3e6-a29e721f7038/scenario/3e71f9fd-fd09-42df-8e09-d7436728c66c	https://envipath.org/package/4a3cd0f4-4d2b-4f00-b3e6-a29e721f7038/compound/2888d366-08b8-4cc7-8626-d23bd9f61963/structure/2d684bc6-abe0-4aae-8310-7fc3b3aa1315	Propachlor	CC(C)N(C1=CC=CC=C1)C(=O)CCl	CC(C)N(C(=O)CCl)c1ccccc1					10.61	1 / day	r2 = 0.9951	First order	7.0	pH	20.0	℃	70.0	mL	9.5	d	sludge retention time	6.8	6.8	g/L		nitrification & denitrification	amber glass Schott bottles (loosely capped)	100.0	mL	NH₄-N	23.0	Biological Oxygen Demand (BOD5)	500.0			3.0	aerob	none (sludge only)	plating	shaking	activated sludge from biological aeration basin	Switzerland (IND1)	mixed WW (municipal & industrial)	10.61	72.148	0.0653296117398628	0.0096072958440974	1.0257153839013406	1.858224296607577	-1.1848899228562022	-2.0173988355624384	-1.1424008990129884	-1.0877792534011972	-1.1424008990129884	0.4441137578641788	-1.7039697215110874	-1.7961711491828156	-1.7039697215110912	0.6519769755990082
152	152	153	https://envipath.org/package/4a3cd0f4-4d2b-4f00-b3e6-a29e721f7038/scenario/84610740-f35b-4cbd-bbe5-2473d1afb4c9	https://envipath.org/package/4a3cd0f4-4d2b-4f00-b3e6-a29e721f7038/compound/2888d366-08b8-4cc7-8626-d23bd9f61963/structure/2d684bc6-abe0-4aae-8310-7fc3b3aa1315	Propachlor	CC(C)N(C1=CC=CC=C1)C(=O)CCl	CC(C)N(C(=O)CCl)c1ccccc1					7.36	1 / day	r2 = 0.9576	First order	8.1	pH	20.0	℃	70.0	mL	20.5	d	sludge retention time	2.2	2.2	g/L		nitrification & denitrification	amber glass Schott bottles (loosely capped)	100.0	mL	NH₄-N	26.2					5.0	aerob	none (sludge only)	plating	shaking	activated sludge from biological aeration basin	Switzerland (DOM5)	municipal WW	7.36	16.192000000000004	0.0941776060543403	0.0428080027519729	0.8668778143374989	1.2093004951597053	-1.0260523532923604	-1.3684750341145668	-1.1424008990129884	-1.0877792534011972	-1.1424008990129884	0.4441137578641788	-1.7039697215110874	-1.7961711491828156	-1.7039697215110912	0.6519769755990082
153	153	154	https://envipath.org/package/4a3cd0f4-4d2b-4f00-b3e6-a29e721f7038/scenario/c3ef318b-c6e7-4a8f-a652-03f4d9d1e594	https://envipath.org/package/4a3cd0f4-4d2b-4f00-b3e6-a29e721f7038/compound/2888d366-08b8-4cc7-8626-d23bd9f61963/structure/2d684bc6-abe0-4aae-8310-7fc3b3aa1315	Propachlor	CC(C)N(C1=CC=CC=C1)C(=O)CCl	CC(C)N(C(=O)CCl)c1ccccc1					5.12	1 / day	r2 = 0.9921	First order	8.1	pH	20.0	℃	70.0	mL	2.6	d	sludge retention time	2.3	2.3	g/L			amber glass Schott bottles (loosely capped)	100.0	mL	NH₄-N	10.0	Biological Oxygen Demand (BOD5)	160.0			3.0	aerob	none (sludge only)	plating	shaking	activated sludge from biological aeration basin	Switzerland (DOM4)	municipal WW	5.12	11.776	0.1353803087031143	0.0588610037839627	0.7092699609758307	1.0709977969934237	-0.8684444999306924	-1.2301723359482852	-1.1424008990129884	-1.0877792534011972	-1.1424008990129884	0.4441137578641788	-1.7039697215110874	-1.7961711491828156	-1.7039697215110912	0.6519769755990082
154	154	155	https://envipath.org/package/4a3cd0f4-4d2b-4f00-b3e6-a29e721f7038/scenario/fe3a6d9c-49d2-4f38-a301-aa34a29fde2c	https://envipath.org/package/4a3cd0f4-4d2b-4f00-b3e6-a29e721f7038/compound/2888d366-08b8-4cc7-8626-d23bd9f61963/structure/2d684bc6-abe0-4aae-8310-7fc3b3aa1315	Propachlor	CC(C)N(C1=CC=CC=C1)C(=O)CCl	CC(C)N(C(=O)CCl)c1ccccc1					20.91	1 / day	r2 = 0.9768	First order	7.6	pH	20.0	℃	70.0	mL	5.1	d	sludge retention time	3.0	3.0	g/L		nitrification	amber glass Schott bottles (loosely capped)	100.0	mL	NH₄-N	18.6	Biological Oxygen Demand (BOD5)	203.0			5.0	aerob	none (sludge only)	plating	shaking	activated sludge from biological aeration basin	Switzerland (DOM1)	municipal WW	20.91	62.73	0.0331490760669509	0.0110496920223169	1.320354032817672	1.7974752875373343	-1.4795285717725335	-1.956649826492196	-1.1424008990129884	-1.0877792534011972	-1.1424008990129884	0.4441137578641788	-1.7039697215110874	-1.7961711491828156	-1.7039697215110912	0.6519769755990082
155	155	156	https://envipath.org/package/4a3cd0f4-4d2b-4f00-b3e6-a29e721f7038/scenario/8ad2a4d7-bd21-46c6-b8de-c1c8b399965c	https://envipath.org/package/4a3cd0f4-4d2b-4f00-b3e6-a29e721f7038/compound/2888d366-08b8-4cc7-8626-d23bd9f61963/structure/2d684bc6-abe0-4aae-8310-7fc3b3aa1315	Propachlor	CC(C)N(C1=CC=CC=C1)C(=O)CCl	CC(C)N(C(=O)CCl)c1ccccc1					8.61	1 / day	r2 = 0.9977	First order	7.3	pH	20.0	℃	70.0	mL	12.0	d	sludge retention time	4.7	4.7	g/L		nitrification & denitrification	amber glass Schott bottles (loosely capped)	100.0	mL	NH₄-N	86.0	Chemical Oxygen Demand (COD)	820.0			6.0	aerob	none (sludge only)	plating	shaking	activated sludge from biological aeration basin	Switzerland (IND2)	industrial WW	8.61	40.467	0.0805048990197381	0.0171287019190932	0.9350031514536548	1.6071010093893725	-1.0941776904085163	-1.7662755483442338	-1.1424008990129884	-1.0877792534011972	-1.1424008990129884	0.4441137578641788	-1.7039697215110874	-1.7961711491828156	-1.7039697215110912	0.6519769755990082
156	156	157	https://envipath.org/package/4a3cd0f4-4d2b-4f00-b3e6-a29e721f7038/scenario/fc967db5-9333-4488-a821-92f913eace2f	https://envipath.org/package/4a3cd0f4-4d2b-4f00-b3e6-a29e721f7038/compound/2888d366-08b8-4cc7-8626-d23bd9f61963/structure/2d684bc6-abe0-4aae-8310-7fc3b3aa1315	Propachlor	CC(C)N(C1=CC=CC=C1)C(=O)CCl	CC(C)N(C(=O)CCl)c1ccccc1					8.36	1 / day	r2 = 0.9983	First order	7.0	pH	20.0	℃	70.0	mL	99.6	d	sludge retention time	6.0	6.0	g/L			amber glass Schott bottles (loosely capped)	100.0	mL	NH₄-N	86.2	Biological Oxygen Demand (BOD5)	650.0				aerob	none (sludge only)	plating	shaking	activated sludge from biological aeration basin	Switzerland (IND4)	industrial WW	8.36	50.16	0.0829123421722422	0.0138187236953737	0.9222062774390164	1.70035752782266	-1.081380816393878	-1.8595320667775217	-1.1424008990129884	-1.0877792534011972	-1.1424008990129884	0.4441137578641788	-1.7039697215110874	-1.7961711491828156	-1.7039697215110912	0.6519769755990082
157	157	158	https://envipath.org/package/4a3cd0f4-4d2b-4f00-b3e6-a29e721f7038/scenario/1e239497-80cf-4349-b232-cd0d22f54a21	https://envipath.org/package/4a3cd0f4-4d2b-4f00-b3e6-a29e721f7038/compound/2888d366-08b8-4cc7-8626-d23bd9f61963/structure/2d684bc6-abe0-4aae-8310-7fc3b3aa1315	Propachlor	CC(C)N(C1=CC=CC=C1)C(=O)CCl	CC(C)N(C(=O)CCl)c1ccccc1					3.0	L / (g TSS * day)	no comment	Pseudo first order	6.2	pH	20.0	℃	49.95	mL				3.0	3.0	g/L			amber glass	50.0	mL								aerob	nanofiltered ps-MBR effluent	spiking in solvent	shaking		Duebendorf, Switzerland	mixed WW (municipal & industrial)	1.0	3.0	0.6931471805599453	0.2310490601866484	0.0	0.4771212547196624	-0.1591745389548616	-0.636295793674524	-1.1424008990129884	-1.0877792534011972	-1.1424008990129884	0.4441137578641788	-1.7039697215110874	-1.7961711491828156	-1.7039697215110912	0.6519769755990082
158	158	159	https://envipath.org/package/4a3cd0f4-4d2b-4f00-b3e6-a29e721f7038/scenario/bc2ab17e-afc7-4ba5-a0df-eda4ee89c60d	https://envipath.org/package/4a3cd0f4-4d2b-4f00-b3e6-a29e721f7038/compound/2888d366-08b8-4cc7-8626-d23bd9f61963/structure/2d684bc6-abe0-4aae-8310-7fc3b3aa1315	Propachlor	CC(C)N(C1=CC=CC=C1)C(=O)CCl	CC(C)N(C(=O)CCl)c1ccccc1					60.4	1 / day	r2 = 0.9937	First order	7.5	pH	20.0	℃	70.0	mL	9.8	d	sludge retention time	12.4	12.4	g/L		nitrification & denitrification	amber glass Schott bottles (loosely capped)	100.0	mL	NH₄-N	24.9	Biological Oxygen Demand (BOD5)	320.0			9.0	aerob	none (sludge only)	plating	shaking	activated sludge from biological aeration basin	Switzerland (DOM3)	municipal WW	60.4	748.96	0.0114759466980123	0.0009254795724203	1.7810369386211318	2.874458623783367	-1.940211477575993	-3.0336331627382287	-1.1424008990129884	-1.0877792534011972	-1.1424008990129884	0.4441137578641788	-1.7039697215110874	-1.7961711491828156	-1.7039697215110912	0.6519769755990082
159	159	160	https://envipath.org/package/4a3cd0f4-4d2b-4f00-b3e6-a29e721f7038/scenario/e8e8dd20-d1bf-4124-be8b-9e775b2f53ff	https://envipath.org/package/4a3cd0f4-4d2b-4f00-b3e6-a29e721f7038/compound/36c76d5c-a64d-4ff8-8ec7-3bf507ffdaa5/structure/4b71a3e9-8e5b-4ba0-8383-4c021a49b0ca	Propranolol	CC(C)NCC(COC1=CC=CC2=C1C=CC=C2)O	CC(C)NCC(O)COc1cccc2ccccc12					0.02	L / (g TSS * day)	90% credibility interval: 0.003'8, 0.043	Pseudo first order	6.3	pH	21.0	℃	50.0	mL	25.0	d	sludge age	2.0	2.1	g/L		nitrification & denitrification & biological phosphorus removal	amber Schott bottle	100.0	mL						mg/(L * h)		aerob	tap water	spiking in solvent	bubbling air and stirring	nitrification basin	WWTP Duebendorf (ARA Neugut), Switzerland	mixed WW (municipal & industrial)	0.01	0.02	69.31471805599453	34.657359027997266	-2.0	-1.6989700043360187	1.8408254610451384	1.5397954653811572	0.9216726038112664	0.7216390533259297	0.9216726038112664	0.6836148949078115	0.6078354595997988	0.4428854523731008	0.6078354595997988	0.7033401962878981
160	160	161	https://envipath.org/package/4a3cd0f4-4d2b-4f00-b3e6-a29e721f7038/scenario/f2a3f5df-3f3d-4f12-a6a2-3b8031ffe384	https://envipath.org/package/4a3cd0f4-4d2b-4f00-b3e6-a29e721f7038/compound/36c76d5c-a64d-4ff8-8ec7-3bf507ffdaa5/structure/4b71a3e9-8e5b-4ba0-8383-4c021a49b0ca	Propranolol	CC(C)NCC(COC1=CC=CC2=C1C=CC=C2)O	CC(C)NCC(O)COc1cccc2ccccc12					0.25	L / (g TSS * day)	90% credibility interval: 0.19, 0.36	Pseudo first order	7.1	pH	23.0	℃	50.0	mL	25.0	d	sludge age	1.9	2.5	g/L		nitrification & denitrification & biological phosphorus removal	amber Schott bottle	100.0	mL						mg/(L * h)		aerob	tap water	spiking in solvent	bubbling air and stirring	nitrification basin	WWTP Duebendorf (ARA Neugut), Switzerland	mixed WW (municipal & industrial)	0.131578947368421	0.25	5.267918572255584	2.772588722239781	-0.8808135922807914	-0.6020599913279624	0.7216390533259297	0.4428854523731008	0.9216726038112664	0.7216390533259297	0.9216726038112664	0.6836148949078115	0.6078354595997988	0.4428854523731008	0.6078354595997988	0.7033401962878981
161	161	162	https://envipath.org/package/4a3cd0f4-4d2b-4f00-b3e6-a29e721f7038/scenario/c2f2a12f-bcd6-4b2c-907e-ae4a38b91527	https://envipath.org/package/4a3cd0f4-4d2b-4f00-b3e6-a29e721f7038/compound/36c76d5c-a64d-4ff8-8ec7-3bf507ffdaa5/structure/4b71a3e9-8e5b-4ba0-8383-4c021a49b0ca	Propranolol	CC(C)NCC(COC1=CC=CC2=C1C=CC=C2)O	CC(C)NCC(O)COc1cccc2ccccc12					1.0	L / (g TSS * day)	90% credibility interval: 0.82, 1.2	Pseudo first order	8.1	pH	21.0	℃	50.0	mL	25.0	d	sludge age	2.3	2.3	g/L		nitrification & denitrification & biological phosphorus removal	amber Schott bottle	100.0	mL						mg/(L * h)		aerob	tap water	spiking in solvent	bubbling air and stirring	nitrification basin	WWTP Duebendorf (ARA Neugut), Switzerland	mixed WW (municipal & industrial)	0.4347826086956522	1.0	1.594238515287874	0.6931471805599453	-0.3617278360175928	0.0	0.2025532970627312	-0.1591745389548616	0.9216726038112664	0.7216390533259297	0.9216726038112664	0.6836148949078115	0.6078354595997988	0.4428854523731008	0.6078354595997988	0.7033401962878981
162	162	163	https://envipath.org/package/4a3cd0f4-4d2b-4f00-b3e6-a29e721f7038/scenario/9dc292aa-8dde-49a8-8fb0-26b9e3765108	https://envipath.org/package/4a3cd0f4-4d2b-4f00-b3e6-a29e721f7038/compound/dc3880fc-7296-4908-bfa9-0267d2346dee/structure/ab8f9004-63ae-4064-b7e7-34706829d87c	Pyrilamine	CN(C)CCN(CC1=CC=C(C=C1)OC)C2=NC=CC=C2	COc1ccc(CN(CCN(C)C)c2ccccn2)cc1					0.62	L / (g TSS * day)	90% credibility interval: 0.50, 0.78	Pseudo first order	8.1	pH	21.0	℃	50.0	mL	25.0	d	sludge age	2.3	2.3	g/L		nitrification & denitrification & biological phosphorus removal	amber Schott bottle	100.0	mL						mg/(L * h)		aerob	tap water	spiking in solvent	bubbling air and stirring	nitrification basin	WWTP Duebendorf (ARA Neugut), Switzerland	mixed WW (municipal & industrial)	0.2695652173913043	0.62	2.5713524440127005	1.117979323483783	-0.5693361465193391	-0.2076083105017461	0.4101616075644774	0.0484337715468846	0.9199686558392344	0.8891301406196933	0.9199686558392344	0.4293995287288337	0.6061315116277668	0.6103765396668644	0.6061315116277668	0.4536352036680216
163	163	164	https://envipath.org/package/4a3cd0f4-4d2b-4f00-b3e6-a29e721f7038/scenario/aee6bc73-8bd0-43c8-b160-436f510562ba	https://envipath.org/package/4a3cd0f4-4d2b-4f00-b3e6-a29e721f7038/compound/dc3880fc-7296-4908-bfa9-0267d2346dee/structure/ab8f9004-63ae-4064-b7e7-34706829d87c	Pyrilamine	CN(C)CCN(CC1=CC=C(C=C1)OC)C2=NC=CC=C2	COc1ccc(CN(CCN(C)C)c2ccccn2)cc1					0.17	L / (g TSS * day)	90% credibility interval: 0.12, 0.25	Pseudo first order	7.1	pH	23.0	℃	50.0	mL	25.0	d	sludge age	1.9	2.5	g/L		nitrification & denitrification & biological phosphorus removal	amber Schott bottle	100.0	mL						mg/(L * h)		aerob	tap water	spiking in solvent	bubbling air and stirring	nitrification basin	WWTP Duebendorf (ARA Neugut), Switzerland	mixed WW (municipal & industrial)	0.0894736842105263	0.17	7.746939076846446	4.077336356234972	-1.048304679574555	-0.769551078621726	0.8891301406196933	0.6103765396668644	0.9199686558392344	0.8891301406196933	0.9199686558392344	0.4293995287288337	0.6061315116277668	0.6103765396668644	0.6061315116277668	0.4536352036680216
164	164	165	https://envipath.org/package/4a3cd0f4-4d2b-4f00-b3e6-a29e721f7038/scenario/1855a767-d5ae-4905-afa2-60cd09a39bcf	https://envipath.org/package/4a3cd0f4-4d2b-4f00-b3e6-a29e721f7038/compound/dc3880fc-7296-4908-bfa9-0267d2346dee/structure/ab8f9004-63ae-4064-b7e7-34706829d87c	Pyrilamine	CN(C)CCN(CC1=CC=C(C=C1)OC)C2=NC=CC=C2	COc1ccc(CN(CCN(C)C)c2ccccn2)cc1					0.048	L / (g TSS * day)	90% credibility interval: 0.026, 0.071	Pseudo first order	6.3	pH	21.0	℃	50.0	mL	25.0	d	sludge age	2.0	2.1	g/L		nitrification & denitrification & biological phosphorus removal	amber Schott bottle	100.0	mL						mg/(L * h)		aerob	tap water	spiking in solvent	bubbling air and stirring	nitrification basin	WWTP Duebendorf (ARA Neugut), Switzerland	mixed WW (municipal & industrial)	0.024	0.048	28.88113252333105	14.440566261665529	-1.619788758288394	-1.3187587626244128	1.4606142193335323	1.1595842236695513	0.9199686558392344	0.8891301406196933	0.9199686558392344	0.4293995287288337	0.6061315116277668	0.6103765396668644	0.6061315116277668	0.4536352036680216
165	165	166	https://envipath.org/package/4a3cd0f4-4d2b-4f00-b3e6-a29e721f7038/scenario/4f74814b-7c73-4c4d-b2ba-ea1658d5ba06	https://envipath.org/package/4a3cd0f4-4d2b-4f00-b3e6-a29e721f7038/compound/a8d9c39f-1f97-42df-903c-6401a83c771d/structure/d9f5b254-34f9-4439-b8e4-1e2779da2eee	Ranitidine	CN/C(=C\[N+](=O)[O-])/NCCSCC1=CC=C(CN(C)C)O1	CN/C(=C\[N+](=O)[O-])NCCSCc1ccc(CN(C)C)o1					2.81	1 / day	r2 = 0.9894	First order	7.6	pH	20.0	℃	70.0	mL	5.4	d	sludge retention time	3.0	3.0	g/L			amber glass Schott bottles (loosely capped)	100.0	mL	NH₄-N	3.3	Biological Oxygen Demand (BOD5)	54.0			2.0	aerob	none (sludge only)	plating	shaking	activated sludge from biological aeration basin	Switzerland (DOM2)	municipal WW	2.81	8.43	0.2466715945053186	0.0822238648351062	0.4487063199050799	0.9258275746247424	-0.6078808588599415	-1.085002113579604	-0.350033336496808	-0.3210583306032515	-0.3500333364968083	0.7520945262272941	-1.035602642121186	-0.904331583876578	-1.035602642121188	0.79331926087403
166	166	167	https://envipath.org/package/4a3cd0f4-4d2b-4f00-b3e6-a29e721f7038/scenario/95dcb0fd-1445-4cfc-b4d8-b97f0398569b	https://envipath.org/package/4a3cd0f4-4d2b-4f00-b3e6-a29e721f7038/compound/a8d9c39f-1f97-42df-903c-6401a83c771d/structure/d9f5b254-34f9-4439-b8e4-1e2779da2eee	Ranitidine	CN/C(=C\[N+](=O)[O-])/NCCSCC1=CC=C(CN(C)C)O1	CN/C(=C\[N+](=O)[O-])NCCSCc1ccc(CN(C)C)o1					0.13	1 / day	r2 = 0.6970	First order	8.1	pH	20.0	℃	70.0	mL	5.0	d	sludge retention time	9.6	9.6	g/L			amber glass Schott bottles (loosely capped)	100.0	mL	NH₄-N	100.0	Biological Oxygen Demand (BOD5)	3000.0			22.0	aerob	none (sludge only)	plating	shaking	activated sludge from biological aeration basin	Switzerland (IND5)	industrial WW	0.13	1.248	5.331901388922656	0.5554063946794434	-0.8860566476931632	0.0962145853464051	0.7268821087383016	-0.2553891243012667	-0.350033336496808	-0.3210583306032515	-0.3500333364968083	0.7520945262272941	-1.035602642121186	-0.904331583876578	-1.035602642121188	0.79331926087403
167	167	168	https://envipath.org/package/4a3cd0f4-4d2b-4f00-b3e6-a29e721f7038/scenario/044f4bbf-3eac-43bf-84a0-8c6e2d7ffa7d	https://envipath.org/package/4a3cd0f4-4d2b-4f00-b3e6-a29e721f7038/compound/a8d9c39f-1f97-42df-903c-6401a83c771d/structure/d9f5b254-34f9-4439-b8e4-1e2779da2eee	Ranitidine	CN/C(=C\[N+](=O)[O-])/NCCSCC1=CC=C(CN(C)C)O1	CN/C(=C\[N+](=O)[O-])NCCSCc1ccc(CN(C)C)o1					0.75	1 / day	r2 = 0.9695	First order	7.3	pH	20.0	℃	70.0	mL	12.0	d	sludge retention time	4.7	4.7	g/L		nitrification & denitrification	amber glass Schott bottles (loosely capped)	100.0	mL	NH₄-N	86.0	Chemical Oxygen Demand (COD)	820.0			6.0	aerob	none (sludge only)	plating	shaking	activated sludge from biological aeration basin	Switzerland (IND2)	industrial WW	0.75	3.5250000000000004	0.9241962407465936	0.1966374980311901	-0.1249387366082999	0.5471591213274175	-0.0342358023465616	-0.7063336602822792	-0.350033336496808	-0.3210583306032515	-0.3500333364968083	0.7520945262272941	-1.035602642121186	-0.904331583876578	-1.035602642121188	0.79331926087403
